-1.4999999999999998,2.4999999999999996,0.0
-1.4999999999999998,-3.0,4.0
-1.4999999999999998,-3.0,0.0
3.999999999999999,-3.0,4.0
3.999999999999999,-3.0,0.0
3.999999999999999,5.500000000000001,4.0
3.999999999999999,5.500000000000001,0.0
-8.5,5.500000000000001,4.0
9.5,-8.0,0.0
9.5,5.500000000000001,4.0
-1.4999999999999998,2.4999999999999996,0.0
1.9999999999999996,2.4999999999999996,4.0
1.9999999999999996,2.4999999999999996,0.0
1.9999999999999996,-1.4999999999999998,4.0
-1.4999999999999998,2.4999999999999996,0.0
-6.0,2.4999999999999996,4.0
-6.0,-3.0,0.0
-6.0,2.4999999999999996,4.0
-4.0,-3.0,0.0
-1.4999999999999998,-3.0,4.0
-4.0,-3.0,0.0
-4.0,0.9999999999999998,4.0
-6.0,-5.0,0.0
-6.0,-8.0,4.0
-6.0,-5.0,0.0
7.5,-5.0,4.0
3.999999999999999,-3.0,0.0
7.5,-3.0,4.0
9.5,-0.4999999999999999,0.0
5.999999999999999,-0.4999999999999999,4.0
3.999999999999999,1.4999999999999998,0.0
7.5,1.4999999999999998,4.0
5.999999999999999,3.500000000000001,0.0
9.5,3.500000000000001,4.0
3.999999999999999,5.500000000000001,0.0
7.5,5.500000000000001,4.0
-8.5,5.500000000000001,0.0
-8.5,-8.0,4.0
-8.5,-8.0,0.0
-6.0,-8.0,4.0
-8.5,-10.5,0.0
-3.4999999999999996,-10.5,4.0
-3.4999999999999996,-7.0,0.0
-3.4999999999999996,-10.5,4.0
-0.49999999999999994,-8.0,0.0
9.499999999999998,-8.0,4.0
-0.49999999999999994,-8.0,0.0
-0.49999999999999994,-13.0,4.0
-0.49999999999999994,-13.0,0.0
5.999999999999999,-13.0,4.0
5.999999999999999,-13.0,0.0
5.999999999999999,-10.5,4.0
5.999999999999999,-10.5,0.0
1.9999999999999998,-10.5,4.0
9.500000000000002,-8.0,0.0
9.500000000000002,-16.5,4.0
-3.4999999999999987,-10.5,0.0
-3.4999999999999987,-14.0,4.0
-8.5,-10.5,0.0
-8.5,-16.5,4.0
-8.5,-16.5,0.0
9.500000000000002,-16.5,4.0
